900,16.9167746,79.0904775,42600.592
901,16.9167033,79.0903929,42626.592
902,16.9166458,79.0903494,42582.791
903,16.9165389,79.0903021,42522.99
904,16.9164565,79.0902619,42418.877
905,16.9163917,79.0902228,42202.877
906,16.9163031,79.0901749,42357.754
907,16.9162486,79.0901005,42496.754
908,16.9161948,79.0900611,42858.631
909,16.9161257,79.0900007,42923.508
910,16.9160715,79.0899572,42958.155
911,16.9160192,79.0899102,42743.385
912,16.9159636,79.0898542,42928.262
913,16.9158972,79.0897999,42904.139
914,16.9158327,79.0897371,42823.139
915,16.9158087,79.0896873,42684.016
916,16.9157491,79.0896139,42867.016
917,16.9156924,79.0895541,42752.893
918,16.9156284,79.0895116,42529.77
919,16.915571,79.0894604,42762.21
920,16.9155736,79.0894588,42657.42
921,16.9155039,79.0893687,42799.42
922,16.9154511,79.0893052,42960.73
923,16.9153963,79.0892418,42743.63
924,16.9153123,79.089184,42624.05
925,16.9152423,79.0891355,42814.26
926,16.9151754,79.0890699,42820.26
927,16.9151185,79.0890041,42751.47
928,16.9150598,79.0889467,42818.68
